ISBN	BookTitle	BookAuthor	YearOfPublication	Publisher	Pagenumber	Issue	Genre	Dimensions	BookLanguage
0553580361	Wishing Garden	Christy Yorke	2000	Bantam Books	447	14	20.96 x 26.04	ENG	journal
0553580450	Maddie's Justice	Leslie Lafoy	2000	Fanfare	130	1	12.70 x 12.70	ENG	religion and spirituality
0553580523	Evil Breeding: A Dog Lover's Mystery (Dog Lover's Mystery)	Susan Conant	2000	Bantam Books	206	3	17.15 x 16.83	ENG	review
0553580531	Gates of Fire: An Epic Novel of the Battle of Thermopylae	Steven Pressfield	1999	Bantam Books	304	20	20.96 x 26.04	FR	coming of age
055358068X	The Least Likely Bride	Jane Feather	2000	Bantam	283	6	20.96 x 26.04	FR	crime
0553580752	The Guinness Book of Records 1999 (Guinness Book of Records, 1999)	Guinness	1999	Bantam Books	205	2	20.96 x 26.04	ENG	journal
0553580779	The Specialists : Nuke Down	Chet Cunningham	2001	Bantam Books	25	13	20.96 x 26.04	ENG	romance
0553580957	Known Dead: A Novel	Donald Harstad	2000	Bantam Books	40	6	20.96 x 26.04	ENG	children
0553581058	O Jerusalem (Mary Russell Novels (Paperback))	LAURIE R. KING	2000	Bantam	233	18	20.96 x 26.04	FR	picture book
0553581201	Princess Charming	Elizabeth Thornton	2001	Bantam Books	46	4	20.96 x 26.04	ENG	math
055358135X	War of the Rats: A Novel	David L. Robbins	2000	Bantam Books	621	15	20.96 x 26.04	ENG	humor
0553581651	Die upon a Kiss	Barbara Hambly	2002	Bantam Books	282	11	20.96 x 26.04	ENG	western
0553581686	The Maiden and the Unicorn	Isolde Martyn	1999	Bantam Books	124	17	20.96 x 26.04	ENG	poetry
0553581767	Manhattan Is My Beat	JEFFERY DEAVER	2000	Bantam	277	19	20.96 x 26.04	ENG	crime
0553581821	A Fistful of Rain	GREG RUCKA	2004	Bantam	268	7	20.96 x 26.04	ENG	art/architecture
055358183X	The Bride and the Beast	TERESA MEDEIROS	2001	Bantam	502	2	20.96 x 26.04	ENG	science
0553581937	Incriminating Evidence	Sheldon Siegel	2002	Bantam Books	429	14	20.96 x 26.04	ENG	sports and leisure
0553581953	The Prophecy Machine (Investments)	Neal Barrett Jr.	2000	Spectra Books	419	12	20.96 x 26.04	ENG	classic
0553582127	The Search	Iris Johansen	2001	Bantam Books	570	3	17.15 x 16.83	ENG	action and adventure
0553582232	By Design	MADELINE HUNTER	2001	Bantam	591	20	20.96 x 26.04	SP	history
0553582259	Repair to Her Grave (Home Repair Is Homicide)	Sarah Graves	2001	Bantam Books	642	24	20.96 x 26.04	ENG	self help
0553582313	First Kiss	MARILYN PAPPANO	2000	Bantam	257	19	20.96 x 26.04	ENG	humor
0553582534	Temporary Mistress (St. John-Duras)	Susan Johnson	2000	Bantam Books	30	13	20.96 x 26.04	ENG	western
0553582542	Seduction in Mind	Susan Johnson	2001	Bantam Books	616	23	20.96 x 26.04	ENG	satire
0553582658	Summer Light	Luanne Rice	2002	Bantam Books	497	17	29.85 x 29.85	ENG	picture book
0553582704	In the Forest of Harm	Sallie Bissell	2001	Bantam Books	274	10	20.96 x 26.04	ENG	coming of age
0553582755	One Door Away from Heaven	Dean R. Koontz	2002	Bantam Books	686	5	20.96 x 26.04	ENG	thriller
0553582763	By the Light of the Moon	DEAN KOONTZ	2003	Bantam	361	23	20.96 x 26.04	ENG	textbook
0553582844	The Good, the Bad, and the Sexy	Emily Carmichael	2002	Bantam Books	206	9	20.96 x 26.04	ENG	memoir
0553582852	The Tail of the Tip-Off	RITA MAE BROWN	2004	Bantam	132	25	20.96 x 26.04	ENG	self help
0553582895	Dark Rivers of the Heart	DEAN KOONTZ	2000	Bantam	37	2	20.96 x 26.04	CRO	health/fitness
0553582917	Intensity	DEAN KOONTZ	2000	Bantam	600	21	20.96 x 26.04	SP	crime
0553582925	Tick Tock	Dean R. Koontz	2000	Bantam Books	53	14	20.96 x 26.04	ENG	home and garden
0553582933	Winter Moon	Dean R. Koontz	2001	Bantam Books	253	6	20.96 x 26.04	ENG	satire
0553583077	To Kiss a Spy (Get Connected Romances)	JANE FEATHER	2003	Bantam	674	11	20.96 x 26.04	ENG	fairytale
0553583166	Watchers of Time	Charles Todd	2002	Bantam Books	181	5	20.96 x 26.04	ENG	mystery
0553583395	Don't Look Back	Amanda Quick	2003	Bantam Books	328	15	20.96 x 26.04	ENG	comic book
0553583441	Touching Evil	Kay Hooper	2001	Bantam Books	483	10	20.96 x 26.04	ENG	textbook
0553583476	Sense of Evil	KAY HOOPER	2004	Bantam	291	19	20.96 x 26.04	ENG	sports and leisure
0553583719	Cold Heart	Chandler McGrew	2002	Bantam Books	540	23	20.96 x 26.04	ENG	humor
0553583743	The Ghost Sister	Liz Williams	2001	Spectra Books	315	24	20.96 x 26.04	SP	historical fiction
0553583778	Empire of Bones	Liz Williams	2002	Spectra Books	605	6	20.96 x 26.04	ENG	health/fitness
0553583905	Kingdom Of Moonlight	Josie Litton	2002	Bantam Books	26	16	20.96 x 26.04	ENG	health/fitness
0553583913	Castles in the Mist	Josie Litton	2002	Bantam Books	55	4	20.96 x 26.04	FR	encyclopedia
055358393X	River of Eden	Glenna McReynolds	2002	Bantam Books	194	21	20.96 x 26.04	ENG	health/fitness
0553583999	May There Be a Road	Louis L'Amour	2002	Bantam Books	307	19	20.96 x 26.04	ENG	alternate history
0553584014	The Secret Hour	LUANNE RICE	2004	Bantam	260	20	20.96 x 26.04	ENG	suspense
0553584049	The Perfect Summer	Luanne Rice	2003	Bantam Books	375	21	29.85 x 29.85	ENG	drama
0553584219	Dark Enchantment	KAREN HARBAUGH	2003	Dell	375	25	20.96 x 26.04	CRO	cookbook
0553584383	Dead Aim	IRIS JOHANSEN	2004	Bantam Books	487	16	20.96 x 26.04	ENG	crafts/hobbies
0553584464	The Wellstone	Wil McCarthy	2003	Spectra Books	646	22	20.96 x 26.04	ENG	crafts/hobbies
0553584510	The Survivors Club	LISA GARDNER	2003	Bantam	234	9	12.70 x 12.70	ENG	horror
055358457X	The Charm Stone	Donna Kauffman	2002	Bantam Books	578	3	17.15 x 16.83	ENG	classic
0553584634	The Eye of Night	Pauline Alama	2002	Spectra Books	388	10	20.96 x 26.04	ENG	review
0553584707	Catering to Nobody	Diane Mott Davidson	2002	Bantam Books	200	17	20.96 x 26.04	ENG	history
0553584898	Almost a Princess	ELIZABETH THORNTON	2003	Bantam	342	2	20.96 x 26.04	ENG	science fiction
0553584901	Shady Lady	ELIZABETH THORNTON	2004	Bantam	418	14	20.96 x 26.04	ENG	travel
0553585118	Once a Thief	Kay Hooper	2002	Bantam Books	445	7	20.96 x 26.04	ENG	math
0553585835	Fountain of Dreams (Get Connected Romances)	Josie Litton	2003	Bantam Books	79	7	20.96 x 26.04	ENG	crafts/hobbies
0553586122	Reap the Wind	Iris Johansen	2002	Bantam Books	500	19	20.96 x 26.04	ENG	thriller
0553586181	The Bachelor List	JANE FEATHER	2004	Bantam	352	4	20.96 x 26.04	ENG	memoir
055358619X	The Bride Hunt	JANE FEATHER	2004	Bantam	254	12	20.96 x 26.04	ENG	comic book
0553586203	The Wedding Game	JANE FEATHER	2004	Bantam	212	23	20.96 x 26.04	ENG	suspense
0553586335	Gone to the Dogs	EMILY CARMICHAEL	2003	Bantam	293	8	20.96 x 26.04	ENG	guide
0553712837	Skipping Christmas	John Grisham	2001	Bantam Books-Audio	37	7	20.96 x 26.04	ENG	drama
0553713124	The Survivors Club	LISA GARDNER	2002	Random House Audio	417	6	20.96 x 26.04	ENG	short story
055371337X	The Emperor of Ocean Park	Stephen L. Carter	2002	Random House Audio Publishing Group	171	7	20.96 x 26.04	ENG	religion and spirituality
0553800914	The Search	Iris Johansen	2000	Bantam Books	129	23	20.96 x 26.04	ENG	textbook
055380099X	Last Puzzle &amp; Testament	Parnell Hall	2000	Bantam Books	224	15	20.96 x 26.04	FR	political thriller
0553801007	The Tae-Bo Way	Billy Blanks	1999	Bantam Dell Pub Group	392	18	20.96 x 26.04	ENG	guide
0553801228	Summer Light	Luanne Rice	2001	Bantam Books	654	15	29.85 x 29.85	ENG	business/economics
0553801406	Lake in the Clouds	SARA DONATI	2002	Bantam	388	5	20.96 x 26.04	ENG	coming of age
0553801449	Incriminating Evidence	Sheldon Siegel	2001	Bantam Books	30	22	20.96 x 26.04	ENG	graphical novel
0553801546	Fool's Fate (The Tawny Man, Book 3)	ROBIN HOBB	2004	Bantam	80	25	20.96 x 26.04	ENG	diary
0553801589	The Tail of the Tip-Off	RITA MAE BROWN	2003	Bantam	647	10	20.96 x 26.04	ENG	dictionary
0553801694	Lay That Trumpet in Our Hands	SUSAN CAROL MCCARTHY	2002	Bantam	453	5	20.96 x 26.04	ENG	humor
0553801791	Watchers of Time: An Inspector Ian Rutledge Mystery (Inspector Ian Rutledge Mysteries (Hardcover))	Charles Todd	2001	Bantam Books	461	9	20.96 x 26.04	FR	humor
0553801945	The Game (King, Laurie R)	LAURIE R. KING	2004	Bantam	403	18	20.96 x 26.04	ENG	children
0553802054	The Art of Forgiveness, Lovingkindness, and Peace	JACK KORNFIELD	2002	Bantam	173	20	20.96 x 26.04	ENG	business/economics
0553802283	Wreck the Halls (Home Repair Is Homicide Mystery)	Sarah Graves	2001	Bantam Books	172	18	20.96 x 26.04	ENG	graphical novel
055380247X	Fatal Tide	IRIS JOHANSEN	2003	Bantam	593	3	17.15 x 16.83	ENG	poetry
0553802488	The Face	DEAN KOONTZ	2003	Bantam	355	6	20.96 x 26.04	ENG	thriller
055380250X	The Taking (Koontz, Dean)	Dean Koontz	2004	Bantam	676	13	20.96 x 26.04	ENG	mystery
0553802526	The Killing Hour	LISA GARDNER	2003	Bantam	637	12	20.96 x 26.04	ENG	political thriller
0553802542	Thursday's Child	Sandra Brown	2002	Bantam Books	141	10	20.96 x 26.04	CRO	satire
0553802550	The Happiest Baby on the Block : The New Way to Calm Crying and Help Your Baby Sleep Longer	Harvey Karp	2002	Bantam	585	12	20.96 x 26.04	FR	diary
0553803700	I, Robot (Bantam Spectra Book)	ISAAC ASIMOV	2004	Bantam	591	2	12.70 x 12.70	ENG	encyclopedia
0553813714	Life Makeovers	Cheryl Richardson	2001	Bantam	580	8	20.96 x 26.04	ENG	home and garden
0553840061	The Web	Jonathan Kellerman	1996	Bantam Books	275	18	20.96 x 26.04	ENG	biography
0553840215	Fear Nothing	Dean R. Koontz	1998	Bantam Books	356	15	20.96 x 26.04	ENG	fantasy
0563170794	Mortimer's tie (BBC Publications)	Joan Aiken	1976	British Broadcasting Corp	128	23	29.85 x 29.85	ENG	travel
0563206268	Floyd on Britain and Ireland	Keith Floyd	1988	Bbc Pubns	201	3	17.15 x 16.83	ENG	political thriller
0563208260	Around the world in 80 days	Michael Palin	1990	BBC Books	636	22	12.70 x 12.70	CRO	young adult
0563208422	' Allo 'Allo: the War Diaries of Rene Artois	John Haselden	1989	BBC Consumer Publishing	176	21	20.96 x 26.04	ENG	philosophy
0563214546	Delia Smith's Complete Illustrated Cookery Course	Delia Smith	1992	BBC	338	22	20.96 x 26.04	FR	comic book
0563369647	Traces of Guilt: Forensic Science and the Fight Against Crime	Hugh Miller	1998	Parkwest Publications	591	7	20.96 x 26.04	SP	satire
0563371277	Flying Soldiers	Tim Lambert	1996	BBC Consumer Publishing	246	1	20.96 x 26.04	ENG	travel
0563371358	The Complete First Time Gardener	Geoff Hamilton	1997	BBC Books	653	19	20.96 x 26.04	FR	fantasy
056338378X	Nations Favourite Love Poems a Selection	Bbc	N/A	London Bridge	681	9	20.96 x 26.04	FR	encyclopedia
056338722X	The Call of the Sea: Britain's Maritime Past, 1900-1960	Stephen Humphries	1997	BBC Books	491	3	17.15 x 16.83	ENG	suspense
0563537248	Green Behind the Ears (Down to Earth)	Faith Addis	2000	BBC Consumer Publishing	331	18	20.96 x 26.04	ENG	guide
056353821X	Steve Redgrave: A Golden Age	Nick Townsend	2002	BBC	215	11	20.96 x 26.04	ENG	comic book
0570060192	House on the Rock	Jane Latourette	1966	Concordia Publishing House	248	16	20.96 x 26.04	ENG	western
0570060265	Three Men Who Walked in Fire: Daniel 3 (Arch Books: Set 4)	Joann Scheck	1967	Concordia Publishing House	398	5	20.96 x 26.04	CRO	thriller
0571057063	T.S. Eliot - Selected Poems	T.S. Eliot	1961	Faber and Faber Ltd	34	23	20.96 x 26.04	FR	science fiction
0571065473	White Eagles Over Siberia	Lawrence Durrell	N/A	Faber Faber Inc	386	9	20.96 x 26.04	SP	math
057106700X	A Shorter Finnegans Wake (Faber Paper Covered Edition)	James Joyce	1966	Faber and Faber Ltd	571	10	20.96 x 26.04	ENG	young adult
0571081789	Bell Jar	Sylvia Plath	N/A	Faber Faber Inc	457	10	20.96 x 26.04	ENG	history
0571087442	Modern Short Stories	Various	1964	Faber and Faber Ltd	484	12	20.96 x 26.04	GER	classic
0571129579	Deep Down: The New Sensual Writing by Women	Laura Chester	1988	Farrar Straus &amp; Giroux	462	7	20.96 x 26.04	ENG	health/fitness
0571130143	Bridge with Aunt Agatha	Freddie North	1983	Faber &amp; Faber	433	20	20.96 x 26.04	ENG	journal
057114098X	Artist Descending a Staircase	Tom Stoppard	1989	Farrar Straus &amp; Giroux	325	20	20.96 x 26.04	ENG	alternate history
057114456X	Immortality	Milan Kundera	N/A	Faber Faber Inc	289	19	20.96 x 26.04	ENG	review
0571145906	The Singing Detective	Dennis Potter	1987	Random House Inc	32	8	20.96 x 26.04	SP	crafts/hobbies
0571150454	Rich Full Death Uk	Michael Dibdin	N/A	Faber Faber Inc	317	16	20.96 x 26.04	ENG	coming of age
0571150748	Hidden Symptons	Deirdre Madden	1988	Faber and Faber Ltd	43	2	20.96 x 26.04	ENG	children
0571154166	Blue-eyed Buddhist: And Other Stories	Ellen Gilchrist	1990	Faber and Faber Ltd	522	18	20.96 x 26.04	ENG	guide
0571161316	Wimbeldon Poisoner	Nigel Williams	N/A	Faber Faber	166	5	20.96 x 26.04	ENG	thriller
0571165303	Dirty Tricks Uk	Michael Dibdin	N/A	Faber Faber Inc	687	21	20.96 x 26.04	ENG	religion and spirituality
057116577X	Radio Romance	Garrison Keillor	1992	Faber and Faber Ltd	60	10	20.96 x 26.04	ENG	autobiography
0571166296	The Second Bridegroom	Rodney Hall	1992	Faber and Faber Ltd	31	9	20.96 x 26.04	ENG	business/economics
0571168639	Moon Palace	Paul Auster	N/A	Faber Faber Inc	176	5	20.96 x 26.04	ENG	memoir
0571169341	Arcadia	Tom Stoppard	1994	Faber &amp; Faber	295	25	20.96 x 26.04	ENG	textbook
0571171435	The Mattress Actress	Sophie Frank	1994	Faber and Faber Ltd	655	7	20.96 x 26.04	ENG	religion and spirituality
0571174450	Touching from a Distance: Ian Curtis and Joy Division	Deborah Curtis	1996	Faber &amp; Faber	319	6	12.70 x 12.70	SP	suspense
0571176437	Getting Back Brahms	Mavis Cheek	1997	Faber and Faber Ltd	609	5	20.96 x 26.04	ENG	diary
0571177468	Aunt Margaret's Lover	Mavis Cheek	1996	Faber and Faber Ltd	107	5	20.96 x 26.04	ENG	science
0571177530	Dark Spectre	Michael Dibdin	1997	Faber and Faber Ltd	496	8	12.70 x 12.70	CRO	mystery
0571178057	The Bagthorpe Triangle (The Bagthorpe Saga)	Helen Cresswell	1996	Faber and Faber Ltd	362	24	20.96 x 26.04	FR	science
057117857X	Freedom and Death	Nikos Kazantzakis	1995	Faber and Faber Ltd	314	24	20.96 x 26.04	ENG	fairytale
0571178731	Total Eclipse	Christopher Hampton	1996	Farrar Straus &amp; Giroux	482	21	20.96 x 26.04	ENG	comic book
057117969X	Leaving Las Vegas	John O'Brien	1996	Faber &amp; Faber	466	24	20.96 x 26.04	FR	travel
0571191975	Timbuktu	Paul Auster	N/A	Faber Faber Inc	32	20	20.96 x 26.04	ENG	fantasy
0571192041	Moscow Stations	Venedikt Yerofeev	1998	Faber and Faber Ltd	692	3	17.15 x 16.83	ENG	political thriller
0571192920	Oscar and Lucinda	Peter Carey	N/A	Faber Faber Inc	362	20	12.70 x 12.70	CRO	humor
057119401X	Wainewright the Poisoner	Andrew Motion	N/A	Faber Faber Inc	698	24	20.96 x 26.04	ENG	horror
0571194044	Career Girls	Mike Leigh	1997	Farrar Straus &amp; Giroux	601	13	20.96 x 26.04	ENG	children
0571194958	The Frozen Waterfall	Gaye Hicyilmaz	1998	Faber and Faber Ltd	191	12	20.96 x 26.04	ENG	graphical novel
0571196284	Dear Annie: A No-nonsense Guide to Getting Dressed	Annalisa Barbieri	1998	Faber and Faber Ltd	605	1	20.96 x 26.04	ENG	crafts/hobbies
0571196853	Winter breaks	Joseph Connolly	1999	Faber and Faber	652	21	20.96 x 26.04	ENG	humor
0571197272	Birds of America	Lorrie Moore	N/A	Faber Faber Inc	355	13	29.85 x 29.85	ENG	encyclopedia
0571197418	The Spark Files (The Spark Files)	Terry Deary	1999	Faber and Faber Ltd	396	9	20.96 x 26.04	FR	business/economics
0571198473	Jeb and Dash: A Diary of Gay Life 1918-1945	Ina Russell	1994	Farrar Straus &amp; Giroux	97	15	20.96 x 26.04	CRO	comic book
0571198864	The Life Stone of Singing Bird	Melody Henion Stevenson	1996	Farrar Straus &amp; Giroux	202	24	20.96 x 26.04	SP	fairytale
0571199305	U2: The Road to Pop	Carter Alan	1997	Faber &amp; Faber	95	14	20.96 x 26.04	ENG	coming of age
0571199402	A Child Out of Alcatraz	Tara Ison	1998	Farrar Straus &amp; Giroux	559	18	20.96 x 26.04	ENG	history
0571199615	Green Shingles: At the Edge of Chesapeake Bay	Peter Svenson	1999	Farrar Straus &amp; Giroux	81	4	20.96 x 26.04	FR	poetry
0571199852	The World's Wife: Poems	Carol Ann Duffy	2000	Faber &amp; Faber	62	5	20.96 x 26.04	ENG	action and adventure
0571199895	Sister Revolutions: French Lightning, American Light	Susan Dunn	2000	Faber &amp; Faber	59	12	29.85 x 29.85	SP	children
0571199968	The Monster Show: A Cultural History of Horror; Revised Edition with a New Afterword	David J. Skal	2001	Faber &amp; Faber	106	19	20.96 x 26.04	ENG	mystery
0571199976	Proof: A Play	David Auburn	2001	Faber &amp; Faber	347	11	20.96 x 26.04	ENG	fantasy
0571200389	Golden Gate	Vikram Seth	N/A	Faber Faber Inc	638	15	20.96 x 26.04	ENG	science fiction
0571202055	Five Miles From Outer Hope	Nicola Barker	2000	Faber Faber Inc	77	16	20.96 x 26.04	FR	historical fiction
0571203329	The Name of This Book Is Dogme95	Richard Kelly	2001	Faber &amp; Faber	225	22	20.96 x 26.04	ENG	fantasy
057120533X	The Sex Life of My Aunt	Mavis Cheek	2003	Faber and Faber Ltd	252	21	20.96 x 26.04	ENG	philosophy
0571205747	My Zinc Bed (Faber Plays)	David Hare	2001	Faber &amp; Faber	405	3	17.15 x 16.83	ENG	philosophy
0571205828	The Dark Heart of Italy	Tobias Jones	2003	Faber &amp; Faber	612	16	20.96 x 26.04	CRO	thriller
0571205909	Days Like Today	Rachel Ingalls	2002	Faber and Faber Ltd	47	24	20.96 x 26.04	CRO	mystery
0571206298	Vendetta *De Vere*	Dibdin M	2000	Faber and Faber Ltd	186	21	20.96 x 26.04	ENG	alternate history
0571206492	The Red Thread	Nicholas Jose	2001	Faber and Faber Ltd	136	10	20.96 x 26.04	ENG	children
0571209866	Me Me Me	David Huggins	2002	Faber and Faber Ltd	193	22	20.96 x 26.04	ENG	fantasy
0571210031	Hinterland	Sebastian Barry	2002	Faber &amp; Faber	249	11	20.96 x 26.04	ENG	drama
0571210708	True Tales of American Life	Paul Auster	2002	Faber and Faber Ltd	661	8	29.85 x 29.85	FR	horror
0571216420	Vernon God Little: A 21st Century Comedy in the Presence of Death	D. B. C. Pierre	2003	Faber &amp; Faber	38	2	12.70 x 12.70	FR	journal
0571216927	The Parts	Keith Ridgway	2003	Faber &amp; Faber	320	21	20.96 x 26.04	ENG	drama
0573605742	Beyond Therapy	Christopher Durang	1983	Samuel French	23	16	20.96 x 26.04	ENG	encyclopedia
0573690103	General Principles of Play Direction	Gilmort Brown	1936	Samuel French Inc Plays	666	17	20.96 x 26.04	FR	crafts/hobbies
0573693331	Piece of My Heart: A Play in 2 Acts	S Lauro	1992	Samuel French Inc Plays	630	24	20.96 x 26.04	ENG	suspense
0575016639	A ball of malt and Madame Butterfly;: A dozen stories	Benedict Kiely	1973	Gollancz	547	8	20.96 x 26.04	CRO	guide
0575040815	The Grand Old Duke of York	Henry Sowden	1989	Trafalgar Square Books	577	23	20.96 x 26.04	ENG	coming of age
0575042729	Possession	Peter James	1988	V. Gollancz	579	19	20.96 x 26.04	SP	religion and spirituality
0575044632	Pyramids: The book of going forth (The Discworld series)	Terry Pratchett	1989	V. Gollancz	148	19	20.96 x 26.04	ENG	coming of age
0575047631	Moving pictures	Terry Pratchett	1990	V. Gollancz	445	13	20.96 x 26.04	ENG	satire
0575047798	The Colloghi Conspiracy	Douglas Hill	1990	Orion Publishing Co	589	5	20.96 x 26.04	ENG	fantasy
0575052805	Reunion	John Gribbin	1992	Orion Publishing Co	326	8	20.96 x 26.04	ENG	fantasy
0575052937	A Wild Herb Soup	Emilie Carles	1992	Orion Publishing Co	154	16	20.96 x 26.04	ENG	comic book
0575055413	Jella: a Woman at Sea	Dea Birkett	1994	Orion Publishing Co	441	6	20.96 x 26.04	ENG	western
0575056991	Mort Big Comic	Pratchett	1994	McClelland &amp; Stewart Ltd	189	24	20.96 x 26.04	ENG	business/economics
057507065X	The Collected Stories	Arthur C. Clarke	2001	Gollancz	381	18	20.96 x 26.04	FR	short story
0575070978	Tower of Glass	Robert Silverberg	2000	Gollancz	204	12	20.96 x 26.04	ENG	autobiography
0575072741	The Devil in Green (Dark Age S.)	Mark Chadbourn	N/A	Gollancz	547	21	20.96 x 26.04	CRO	romance
0575073314	Shadowheart : Legends of the Raven (Legends of the Raven)	James Barclay	2003	Gollancz	535	21	20.96 x 26.04	FR	science
0575400048	Hons and Rebels	Jessica Mitford	2000	Indigo	674	24	20.96 x 26.04	ENG	fantasy
0575400544	The Secret Sexist	David Bowker	1997	Trafalgar Square	583	24	20.96 x 26.04	ENG	anthology
0575403306	Alice Little &amp; the Big Girl's Blouse	Maggie Gibson	2001	Trafalgar Square	31	23	20.96 x 26.04	FR	review
0582275105	More Tales from Shakespeare (Longman Fiction)	Charles Lamb	1996	Penguin Longman Publishing	675	19	20.96 x 26.04	FR	memoir
0582297087	Macroeconomic analysis: An intermediate text (Longman economics series)	David P Cobham	1987	Longman	434	19	20.96 x 26.04	SP	biography
058231965X	Goodnight Mister Tom (New Longman Literature)	Michelle Magorian	1998	Pearson Schools	518	24	20.96 x 26.04	ENG	textbook
0582327318	Understanding Immunology	Peter Wood	2001	Pearson Education	415	23	20.96 x 26.04	GER	children
0582329302	York Notes Advanced on \\"A Streetcar Named Desire\\" by Tennessee Williams (York Notes Advanced)	Hana Sambrook	1998	Pearson York Notes	515	19	20.96 x 26.04	SP	suspense
